sort,book,chapter,verse,source,target
197136405,1CO,1,21,"Since the world in its wisdom did not know God, God was pleased to save those who believe through the foolishness of preaching.","Kuruga ensi ebhe omu bhumanyi bwayo telama nyile Mungu, ekamshemeleza Mungu omubhuferabwe, obwo kulangilira ngu kuloloka bhalinya abhalikwesiga."
197136406,1CO,1,22,For Jews ask for miraculous signs and Greeks seek wisdom.,Omubhuyahudi bhabhaleko byebhitangaro nomu bhayunani bhahiga obhumanyi.
197136407,1CO,1,23,"But we preach Christ crucified, a stumbling block to Jews and foolishness to Gentiles.","Chonka netulangilira Kristu eyabhambirwe, ali echitango cha abhayahudi na nobhufera omu bhayunani."
197136408,1CO,1,24,"But to those whom God has called, both Jews and Greeks, we preach Christ as the power and the wisdom of God.","Chonka omuli bhahinya abhayesilwe na Mungu, Abayahudi nabhayunani niturangilira Kristu nka mani ne emperwa ya Mungu."
197136409,1CO,1,25,"For the foolishness of God is wiser than people, and the weakness of God is stronger than people.","Ahakubha ubhufera bwa Mungu bwine emperwa kusaga yemuntu, na nobhulemwa bwa Mungu bwine amani geingi kusaga abhantu."
197136410,1CO,1,26,"Look at your calling, brothers. Not many of you were wise according to the flesh. Not many of you were powerful. Not many of you were of noble birth.","Leeebha Olweto lwa Mungu ahaigulu yeitu, bhakaka na bhadada bhange. Ti bhengi bhanyu mukazalwa omubhukuru."
197136411,1CO,1,27,But God chose the foolish things of the world to shame the wise. God chose what is weak in the world to shame what is strong.,Chonka Munga akalonde ebhintu ebhifera byensi ngu abhihemule ebhine emperwa. Mungu akalonda echuteinemani kulunga Omunsi kuomula echine amani.
197136412,1CO,1,28,"God chose what is low and despised in the world. He even chose things that are regarded as nothing, to bring to nothing things that are held as valuable.",Mungu akalonda chilinya echili ahansi nicha bhei nichiganywa omunsi. Akahiga na bhitinya ebyabhaile bhitalikubhalwa kubha kantu nokubhikora tikantu ebhintu ebyabheile bhilimperwa.
197136413,1CO,1,29,He did this so that no flesh would have a reason to boast before him.,Akakora ebhingu atabhaho wenawena aligambuka na omumaisoge.
197136414,1CO,1,30,"Because of what God did, now you are in Christ Jesus, who became for us wisdom from God. He became our righteousness, holiness, and redemption.","Aharwacho Mungu echiyakozile, mbwenu tulu omunda ya Kristu , wenene akozilwe emperwa ahabweitu kuluga owa Mungu. Akalimazima geitu, alikwela nomulokozi."
197136415,1CO,1,31,"As a result, as it is written, ""Let the one who boasts, boast in the Lord.""","Nkolwo chabheileho echihandiko nichigamba, ""Alikwesima, ayesime omuli mukama."""
197140481,1CO,2,1,"When I came to you, brothers, I did not come with eloquence of speech or wisdom as I proclaimed hidden truths about God. ","Hobwo naizhire howanyu bhakuru bhange labhojo na labhaisiki, tinazirena  bhighambo  kubhabeya bheya na maghezi kokwo na raghirile amazima haghaserekire hali Mungu."
197140482,1CO,2,2,"For I decided to know nothing when I was among you except Jesus Christ, and him crucified.","Nkenda ntamanya chona chona hobwonabheire ndineime sana Yesu Kristu,na wenene nolia hayaterwe amusarabha."
197140483,1CO,2,3,And I was with you in weakness and in fear and in much trembling.,"Nkabha ndinaimwe, homu kanya keshidano mukanya ko bhutini na mukutetema muno."
197140484,1CO,2,4,"And my message and my proclamation were not with persuasive words of wisdom, but with the demonstration of the Spirit and of power,","Ne bhighambhobyange hebyonaraghirilagha tibhirabeire bisubha byo kubheiya bheyamuntu omumaghezi, sana bhikabha ni bhimanyisa hamanigho mwoyo."
197140485,1CO,2,5,"so that your faith might not be in the wisdom of humans, but in the power of God.","Sana omwesigho gwanyu ghutabha omumazima gha bhantu, sanaghabhe amani gha Mungu."
197140486,1CO,2,6,"Now we do speak wisdom among the mature, but not the wisdom of this world, or of the rulers of this age, who are passing away.","Mbwenu ntughamba amazima homubhantu labhakuru, chonka ti maghezi gha omunsiheji hagha homu bhutwazi bwa makati hagha haghakurahbao."
197140487,1CO,2,7,"Instead, we speak God's wisdom in hidden truth, the hidden wisdom that God predestined before the ages for our glory.","Sana Ntughamba, Amagezi, gha Mungu agha mazima haghesenekine, amazimagheserekire hagha Mungu akaghachaghuua hata kabheieo lamajingo ghurokozi bweitu."
197140488,1CO,2,8,"None of the rulers of this age understood it, for if they had understood it, they would not have crucified the Lord of glory.","Talio wenawena habhatwazibha kanya haka hayamanyire hamaghezi hagha, kubha bhamanyire ama khati ghalia tibha kumbhambire hamu saraba Bwana wo omurokozi."
197140489,1CO,2,9,"But as it is written, ""No eye has seen, no ear has heard, no human heart has imagined what God has prepared for those who love him""—","Chonka kokwo chahandikirwe, ""he bhintutario riso heribirebhire, tariokutu kibhiurile, hebhitekerezo tibhiratekenezwe, hebhintu hebhi Mungu hakabhitekatekera bharia habhari kumwenda wenene."
197140490,1CO,2,10,"For God has revealed these things to us through the Spirit. For the Spirit searches everything out, even the deep things of God. ","Hebhi nebhintu Mungu akabhisurulira haritwe kurabha omumwonyo, kovukubha omwoyonighurebha nbhintu byomunda ya Mungu."
197140491,1CO,2,11,"For who knows a person's thoughts except the spirit of the person in him? So also, no one knows the deep things of God except the Spirit of God.","Nohi halikumanya heblitekerezo byomuntu sana omwoyogwe? Nikwo tariho halikuma hebhointu omunda ya Mungu, sana Omwoyo gwa Mungu."
197140492,1CO,2,12,"But we did not receive the spirit of the world but the Spirit who is from God, so that we might know the things freely given to us by God.",chonka tituraherwe mwoyogwo munsi sana omwoyo hoghwo kurugha Mungu hili tuhase kumanya ghe hebhintuhebya tuweirwe na Mungu.
197140493,1CO,2,13,"We speak about these things in words not taught by human wisdom but by the Spirit, interpreting spiritual things to spiritual people.","Nitughamba hebhintu hebhi hebhighambo maghezi gho muntu tighabhasa kwegesa, sana omwoyo ghutwegesa. Omwoyo ghutusubiramu hebighambo byo mwoyo na mazima ghwo mwonyo."
197140494,1CO,2,14,"The unspiritual person does not receive the things that belong to the Spirit of God, for they are foolishness to him. He cannot understand them because they are spiritually discerned.","Omuntu hatariwa mwoyo taya kura bintu bya mwonyo gwa Mungu, hebyo bhibhabhili bhusa hari wenene. Tabhasa kubhimanya hesongha nibhimanywa no mwoyo."
197140495,1CO,2,15,"The one who is spiritual judges all things, but he is not judged by others.",Holia howo mwoyo haramula hebhintu byona. Chonka lamwa na bhandi
197140496,1CO,2,16,"""For who can know the mind of the Lord, that he can instruct him?"" But we have the mind of Christ.",Nohi hakubhasa kumanya hebhitekerezo byo Bwana katonda akubha sa kweghesamwenene? chonka twine hebhitekerezo bya Kristo.
197144577,1CO,3,1,"And I, brothers, could not speak to you as to spiritual people, but instead as to fleshly people, as to little children in Christ.","Na nyaw, kaka, dada bhange, tindagambile nemwnka abhantu bho omumwoyo, chonka nka abhantu abho omubhili. Nka abhana bhato omuri Kristo."
197144578,1CO,3,2,"I fed you milk, not solid food, for you were not ready for it; and even now you are not yet ready.","Nkabhanyweisa amate na tinyama, alwolabha mwabha mutakapheile kulya enyama. Na hati timukabheile."
197144579,1CO,3,3,"For you are still fleshly. For where jealousy and strife exist among you, are you not living according to the flesh, and are you not walking by human standards?","Alwokubha imwe muli omubhili. Alwobubha itime no okwepanka bhichazolea aliimwe. Si timukwikara nko omubhili, si timukitambuka nka abhantu abhandi?"
197144580,1CO,3,4,"For when one says, ""I follow Paul,"" and another says, ""I follow Apollos,"" are you not merely human beings?","Olwokubha omo nagamka, ""Nimuiga Paulo ""Ondijo nagamba nimige apolo, ""Timumwila nko omumtu?"
197144581,1CO,3,5,"Who then is Apollos? Who is Paul? Servants through whom you believed, just as the Lord gave tasks to each.","Apolo noi? na Paulo noi? na abhapangasi bhilinya omwabheile mwetiga, aliolirya Mungu owyaelle emilimo. Nyawe nkenda, apolo yatamu amaizi, chonka Mungu yalazar."
197144582,1CO,3,6,"I planted and Apollos watered, but God gave the growth.","Nyawe nkenda, Apolo yatamu amaizi, chonka Mungu yalazar."
197144583,1CO,3,7,"So then, neither he who plants nor he who waters is anything. But it is God who gives the growth.",Alweecho tolinya eyayensile anga eyateilemu ameizi yene chonachona. Chonka ni Mungu akubhikuza.
197144584,1CO,3,8,"Now he who plants and he who waters are one, and each will receive his own wages according to his own labor.","Mbwenu bhono alabyala na akusesela bhono nibho, na bhulomo nalipwa kwingana no omulimo gwe."
197144585,1CO,3,9,"For we are God's fellow workers. You are God's garden, God's building.","Akubha itwe abhalozi a Mungu, neiwe muli endimilo ya Mungu, enfu ya Munfu."
197144586,1CO,3,10,"According to the grace of God that was given to me as a skilled master builder, I laid a foundation and another is building on it. But let each man be careful how he builds on it.","Kuluga omuchisa cha Mungu echa amfeile kubha omwombeki mukulu, nkatao omusingi, no ondijo nayambeka aigulu yao. chonka omuntu alebhege akwombeka aigulu yao."
197144587,1CO,3,11,"For no one can lay a foundation other than the one that has been laid, that is, Jesus Christ.","Alwokubha taloondijo eyakubhasa kwombeka omusingi o kulabhao ogwombebitwe, nagwo ni Yesu Kristo."
197144588,1CO,3,12,"Now if anyone builds on the foundation with gold, silver, precious stones, wood, hay, or straw,","Omuntu omo eyakuombeka ar'gulu omukutumia omo eyakuoombeka ar'gulu omukutumia eelhahabu, amaela, amabhale ge thamani, emiti, obhunyansi anga embabhi,"
197144589,1CO,3,13,"his work will be revealed, for the day will reveal it. For it will be revealed in fire. The fire will test the quality of what each one has done.","Emilimo ye nejakusululwa, Omukuebhela kwo omusana ngujakubheleka. Olwolakubha mbisalula bha omulito, no omualo kueleka obhurunyi obwo omulimo ogwo omuntu ogwawaleozile."
197144590,1CO,3,14,"If anyone's work remains, he will receive a reward;","Echintu chonachona omtu ocha achayombelale kichilasigalao, wewene naklevata ezazawaeli."
197144591,1CO,3,15,"but if anyone's work is burned up, he will suffer loss, but he himself will be saved, as though escaping through fire.","Chonka omulimo ogwo omuntu kigulayocha eechoyombekile, nabhona okutelwa. Chonka wenene nejakulo kolwa, nkaakutabhona mulilo."
197144592,1CO,3,16,Do you not know that you are God's temple and that the Spirit of God lives in you?,Timukumanya imwe nka muli ekanisa ya Mungu no omwoyogwa Mungu nuguikala omunda yanyu?
197144593,1CO,3,17,"If anyone destroys God's temple, God will destroy that person. For God's temple is holy, and so are you.","Omuntu eyakulambula enju ya Mungu, na Mungu na mukambu omuntu ogwo. alwokubha enjuya Mungu ne yela, nemwe ni lawomuli."
197144594,1CO,3,18,"Let no one deceive himself. If anyone among you thinks he is wise in this age, let him become a ""fool"" that he may become wise.","Omuntu atebheiya, kala alio omuntu namanya ngu yene obwenge omu mwanya ogu, abhe nko, ""mfela"" nibho alajila obwenge."
197144595,1CO,3,19,"For the wisdom of this world is foolishness with God. For it is written, ""He catches the wise in their craftiness.""","Olwolabha obwenge bwensi no obhufela omaiso ga ""Mungu, kubha chandikilwe, Nalevata abhaonge obsubha byabho."""
197144596,1CO,3,20,"And again, ""The Lord knows that the reasoning of the wise is futile.""","Nasubha ""Namanya amagezi go okwetwala kwabho ni bhusa."""
197144597,1CO,3,21,"For this reason, let no one boast in men. All things are yours,",Aho omlentu atesima ombutu! akubha ebbintubyo na nebyanyu.
197144598,1CO,3,22,"whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come. All things are yours,","Nka Paulo, anga apolo, anga kefa anga ensi, anya ebhilibhao. Byona nebyanyu."
197144599,1CO,3,23,"and you are Christ's, and Christ is God's.",Nemwe muli abha Kristo na Kristo no wa Mungu.
197148673,1CO,4,1,"This is how a person should regard us, as servants of Christ and stewards of the hidden truths of God.","Owo nikwo omuntu atubhalila itwe, nka bhakozi bha mukama nkabhaeleza abhokubhika amazima ga Ruhanga."
197148674,1CO,4,2,Now what is required of stewards is that they are found to be trustworthy.,"Omulyechi, nchetagibwha nkokubeleza neitika bhabhe abhokwesigwa."
197148675,1CO,4,3,But for me it is a very small thing that I should be judged by you or by any human court. For I do not even judge myself.,Conka omulinyawe nechintu chike mno olwokubha nindamulua neimwe anga obulamuzi bwabhantu. Olwokubha tinkwelamulila nkanyawe nyenka.
197148676,1CO,4,4,"I am not aware of any charge being made against me, but that does not justify me. The one who judges me is the Lord.","Tikwelamulila nyawe nyeka, echi tichine blausobholozi omuli nyawe agomoloilwe."
197148677,1CO,4,5,"Therefore do not pronounce judgment about anything before the time, before the Lord comes. He will bring to light the hidden things of darkness and reveal the purposes of the heart. Then each one will receive his praise from God.","Alyecho mutenda kulamulwa aigulu yechintu chonachona anyuma yobhuile, anyuma yokwija kwa mukama. Najaku omusana ebhintu ebhiselekilwe omumwilima nokusurulilwa achemioyo. Nikwo bhulimuntu alatola echitinisa kulugha ahali Ruhanga."
197148678,1CO,4,6,"Now, brothers, I applied these principles to myself and Apollos for your sakes, so that from us you might learn the meaning of the saying, ""Do not go beyond what is written."" This is so that none of you may be puffed up in favor of one against the other.","Lwe omwojeo no omwisiki abhanga, nyawe nyawe na Apolo ntumie amateka aga omulimwe, kulabhila okweitu mbhasa wenga ensobolozi bwo kugamba, ""Otagenda muno nkokubhitalikwo."" Hechi ni ngu talio omo omulimwe nabhasa akwesunga aigulu yondijo."
197148679,1CO,4,7,"For who sees any difference between you and others? What do you have that you did not receive? If you have received it, why do you boast as if you did not receive it?",Alwokubha noha akulebha ebhitakusana omulimwe nondijo? Nichia echoine echotalaebwe bhusa? kolabha amazile kuhebhaa bhusa kubhacgi nimwesunga nkamtalakozile hebyo?
197148680,1CO,4,8,"Already you have all you could want! Already you have become rich! You began to reign—and that quite apart from us! Indeed, I wish you did reign, so that we could reign with you.",Lebha mwinebyona ebhimulabha nimwenda! lebha mwine amatungo! mubhandize kutetwalana ngu nimubhikwata kuchila ebyeitu byona nimbendeza kujira ebhilungi ili neimwe mujiiwege.
197148681,1CO,4,9,"For I think God has put us apostles on display as the last in line, in a procession and like men sentenced to death. We have become a spectacle to the world—to angels, and to human beings.",Nimanya Ruhanga atuteileo itwe entumwa nkokutwoleka tubha abhanzindo omuruguru bhakuratililwe nka bhantu bhelamwile kuitwa. Tubheite nvechibhao cho omunsi omubhamalaika nombantu.
197148682,1CO,4,10,"We are fools for Christ's sake, but you are wise in Christ. We are weak, but you are strong. You are held in honor, but we are held in dishonor.","Itwe tulyabhofela aharimukama, imwe nimwe mweine obwenge omulimkama.. titwemani, chonka imwe mwine- amani."
197148683,1CO,4,11,"Up to this present hour we are hungry and thirsty, we are poorly clothed, we are beaten, and we are homeless.","Mwineechitinisa, chonka itwe ntughaywa. Naati twine enjala, nehiliho, titwine akwikala."
197148684,1CO,4,12,"We labor hard, working with our own hands. When we are slandered, we bless. When we are persecuted, we endure.","Ntukola emilimo omukwekaza, omi kano yeituitwe. kitulabhantughaywa. Kitulabhambha mbhatugaya, ntwijakubhatekao omukono . Ombwile kilabhambhanyangasibhwa, twaea ngana."
197148685,1CO,4,13,"When we are slandered, we speak with kindness. We have become as the refuse of the world and the filthiest of all things, even till now.","Kilabhantujumwa, ntugarulila mpola, tubhele, nao ntubhalilwa nko kwangwa nensi nebinagirwe ebyebintu byona."
197148686,1CO,4,14,"I do not write these things to shame you, but to warn you as my beloved children.","Tinkwandike ebhi nkokubhasonesa imwe, chonka kubhagharukamu imwe nka abhana bhange abhendikwenda."
197148687,1CO,4,15,"For even if you have ten thousand guardians in Christ, you do not have many fathers. For I became your father in Christ Jesus through the gospel.","Naalwecho  nimulabha mwine abheghesa bhikumi elfu omulimukama, timwine baso beingi. Olwokubha nabha isemwe omuli Yesu mukama kulabhila omuevanjili."
197148688,1CO,4,16,So I urge you to be imitators of me.,Chonka numbhatamisiliza muntoleze nyawe.
197148689,1CO,4,17,"That is why I sent you Timothy, my beloved and faithful child in the Lord. He will remind you of my ways in Christ, just as I teach them everywhere and in every church.","Echonicho natumile omulimwe Timotheo, mukundwa wange nomwana owamazima omulimukama. Najakubheijwaliliza emihanda yange omulimukama, Nindabha nimbheseleza bhuli antu mwilamizo."
197148690,1CO,4,18,"Now some of you have become puffed up, acting as though I were not coming to you.","Chonka Omulimwe mutesima, hmukukola kujilangwoti tindeije omulimwe."
197148691,1CO,4,19,"But I will come to you soon, if the Lord wills. Then I will know not merely the words of these who are so puffed up, but I will see their power.","Chonka nijakwija omulimwe ombwilebhwe, awho Ruhanga kalikwenda. Nibwo ndamanya tibigambo byabho abhokwesima, chonka ninjakubhona amani gabho."
197148692,1CO,4,20,For the kingdom of God does not consist in words but in power.,Olwokubha obhukama bweigulu tibhuli mbigambo sana omumani.
197148693,1CO,4,21,What do you want? Should I come to you with a rod or with love and in a spirit of gentleness?,Mwendachi? nyije omulimwe nechibhoko anga omulilukundo nomuliomoyo ogwobuchulezi?
197152769,1CO,5,1,"We heard a report that there is sexual immorality among you, a kind of immorality that is not even permitted among the pagans: A man has his father's wife.","tuhulile okwo halimu obhusihani omuliitwe, Engeli Yobhusihani obhutali no mugati ya bhantu bhona omumahanga, Twine okumanyiswa. Okwo omo omuli mwe nalala nomukazi wa Ishe."""
197152770,1CO,5,2,"You are puffed up! Should you not mourn instead, so that the one who did this deed might be removed from among you?",Nainywe nimwesima! Akimwa kuslobheirwe? ogwo eya uozile chisanile kwikwamu omuliitwe abhali omu.
197152771,1CO,5,3,"For even though I am absent in body, I am present in spirit. I have already passed judgment on the one who did this, just as though I were there.","Orwokubha tindi hamo nainywe omumbili ndina inywe omumwonyo, namazile kulamula olinya Alikola ebhi, Nkokwonkubha ndiho,"
197152772,1CO,5,4,"When you are assembled in the name of our Lord Jesus and I am with you in spirit, and the power of our Lord Jesus is present,","Kamulatanganwa hamo omwibhara lya mukama waitu Yesu Kiristo, no moyo gwange guli nko muma ni gamukama watu Yesu Kiristo, namazile kumlamula omuntu ogwo."""
197152773,1CO,5,5,"deliver this man over to Satan for the destruction of the flesh, so that his spirit may be saved on the day of the Lord.","Namazile kumuhereza omuntu ogu Ahali setani Ngu omubhiligwe gusiswe. abhase no mwoyo gwe gubhase kurokolerwa omuchiro cha mukakama."""
197152774,1CO,5,6,Your boasting is not good. Do you not know that a little yeast leavens the whole loaf?,Okwebhona kwanyu tichintu chirungi. Timukumanya itumbya like lisisa echidonge;
197152775,1CO,5,7,"Cleanse yourselves of the old yeast so that you may be a new batch of dough, unleavened, just as you really are. For Christ, our Passover lamb, has been sacrificed.","Mweshemeze inywe abhaine itumgya elyakole. Ngu kwo mubhe chidonge chisya ngu. Ngumubhe mugate omugate etumbhisibwe. Orwokubha owokubha, Kristo, mwana kindo omwana gwentama gwaiti gwa paska ghwamazile kubhagwa."
197152776,1CO,5,8,"So let us then celebrate the festival, not with the old yeast, the yeast of bad behavior and wickedness. Instead, let us celebrate with the unleavened bread of sincerity and truth.","Orwecho katwakozile obhugenyi tibwa itumbya lya kale. Itumbya lye mize mibhi yo bhufu. ahanyuma yecho, Tukole obhugenyi ne migate eta ine itumbya Aha kwetwara na mazima."
197152777,1CO,5,9,I wrote to you in my letter not to associate with sexually immoral people.,Nkahandika aha ruhandiko rwange okwo mutatangana na Abhasiliani.
197152778,1CO,5,10,"In no way did I mean the immoral people of this world, or the greedy, or swindlers, or idolaters, since to stay away from them you would need to go out of the world.","Tindi kumanya okwo Abhasiliani abhensieji, anga na bhaine  orwango anga Abhokwibha anga Abharamya ebhishusene ahakwikila  Hale  nabho, orwecho chisamile muluge omunsi."
197152779,1CO,5,11,"But now I am writing to you not to associate with anyone who is called a brother but who is living in sexual immorality, or who is greedy, or is an idolater, or is verbally abusive, or is a drunkard, or a swindler. Do not even eat a meal with such a person.","Chonka mbwenu ni mbahandikila mwisiki omule Kristo, chonka naikara omushuahani anga alikwegomba, anga omushuma, anga Alikulamya elushisani, anga ajumangana anga omusinzi omutamile. Mutalya nawe omuntu wengeli ejo."
197152780,1CO,5,12,"For how am I involved with judging those who are outside the church? Instead, are you not to judge those who are inside the church?",Orwecho ndatahilira kubhalamura abhali aheruye Kanisa? echindi Ahalyecho inywe timula mula abhali Dmunda omukanisa?
197152781,1CO,5,13,"But God judges those who are on the outside. ""Remove the evil person from among you.""","Orwecho Katonda alamula abhali Aheru. ""mwi helo ogwo omuntu omubhi omuliimwe."
197156865,1CO,6,1,"When one of you has a dispute against another, does he dare to bring a lawsuit before the unrighteous rather than before God's holy people?","Omuli imwe kavugamu eine echigambo na mtahiwe alengesata kulamurwa omumeiso g'abhantu abhatari abhagoroloki, kushaga kulamulwaabhagoroki? Isi timukumanya  okwo abhalikwela balalamura ensi?"
197156866,1CO,6,2,"Do you not know that God's holy people will judge the world? If then you will judge the world, are you not able to settle matters of little importance?",Isi kimulibha mulila mula ensi timukubhasa kulamura ebyo ebhiteine maani?
197156867,1CO,6,3,"Do you not know that we will judge the angels? How much more, then, can we judge matters of this life?",Timumanya okwo tulivamula abhamaleika? kukila muno ebyo obuvova obhu.
197156868,1CO,6,4,"If then you have to make judgments that pertain to daily life, why do you lay such cases as these before those who have no standing in the church?","Katulabha tubhasa kuramula eby'oburola obhu, kubhachi tutwala emisango omumeiso g'abhantu abhatesiga?"
197156869,1CO,6,5,I say this to your shame. Is there no one among you wise enough to settle a dispute between brothers?,Nmgamba ebhigambo ebhi ahabwe nsoni zaanyu. Isi omuli mwe taliho muntu ene magezi gavungi abhasa kulamura omuntu na muvumunawe?
197156870,1CO,6,6,But one brother brings a lawsuit against another brother—and this before unbelievers!,Chonka mbwenu nikwochili omugovoki atwala omugovovoki mtahiwe omugolora omumeiso g'omulamuzi atakwesiga!
197156871,1CO,6,7,The fact that you have lawsuits with one another is already a defeat for you. Why not rather suffer the wrong? Why not rather allow yourselves to be cheated?,Amazima nikwo gali Omugati yaanyu imweabhagovoloki alimu ensika ezibhatera okuchuvumbana ahakubhachi mtesaasa alwebhibhi kubhachi mukiliza kubheihya.
197156872,1CO,6,8,"But you yourselves do wrong and you cheat, and you do this to your own brothers!",Chonk'eimwe mukolera ebyo ni bhanyanyeimwe na bhavumuna bhangu.
197156873,1CO,6,9,"Do you not know that the unrighteous will not inherit the kingdom of God? Do not be deceived: neither the sexually immoral, nor idolaters, nor adulterers, nor men who submit to homosexual acts, nor men who perform homosexual acts,","Isi timumanya enkora bibhi okuzitali sika Bhukama bwa katonda? embeihi ze ebhusuba, enjanga, abhavamya ebhisusane, abhasiyani, kulibwa ensiyaga, obhukuhamba."
197156874,1CO,6,10,"nor thieves, nor the greedy, nor drunkards, nor slanderers, nor swindlers will inherit the kingdom of God.","Abhasuma, abhavusu bheitunga abhatemu abhajumi taliho momo omulyabho alisika okama  bwa katonda."
197156875,1CO,6,11,"That is what some of you were like. But you have been cleansed, you have been sanctified, you have been justified in the name of the Lord Jesus Christ and by the Spirit of our God.","Abhandi omulimwe mukabha mulimutyo, mweija mwayonga mwayezibwa, mwagavolwa Katonda, omwibharalya Mukama Yesu Kristo no omwoyo gwa Katonda weitu."
197156876,1CO,6,12,"""Everything is lawful for me,"" but not everything is profitable. ""Everything is lawful for me,"" but I will not be mastered by any of them.","Ebhintu byoona nimbijubhulirwa choka ebhiine omugaso nibhike ""Ebhinsu byoona  nimbijubhuliwa chonka tinditegekwa nachimo omuleyebho."
197156877,1CO,6,13,"""Food is for the stomach, and the stomach is for food,"" but God will do away with both of them. The body is not intended for sexual immorality. Instead, the body is for the Lord, and the Lord will provide for the body.",Echokulya biliho ahalwibhondo neibhondo liliho ahalwebyokulya. Na Katonda alibhiyaho byoona ahalwokubha omubhuli tigwalotonzirwe ahalwobhusiyani. Sana ahalwa Katonda alwokubha niwe mukama w'omubhili.
197156878,1CO,6,14,God both raised the Lord and will also raise us up by his power.,Katonda akahimbura Mukama neitwe alituhimbura ahabhusobhorabwe.
197156879,1CO,6,15,Do you not know that your bodies are members of Christ? Should I then take the members of Christ and join them to a prostitute? May it not be!,Timumanya mibhivi yaanyu okweli ngingo za Kristo? Mwakuchayo muta engingo za Kristo muzihindure engingo zechelaaza? Nichikabhule.
197156880,1CO,6,16,"Do you not know that he who is joined to a prostitute becomes one body with her? As scripture says, ""The two will become one flesh.""","Timumanya eyatabha velaza abhali omubhirvi gumo nawe? olukubha chikahandikwa, abhabivi bhalibha omubhivi gumo."
197156881,1CO,6,17,But he who is joined to the Lord becomes one spirit with him.,Chonka ayetabha n'omukama abhali omumbhili gumo n'omukama.
197156882,1CO,6,18,"Run away from sexual immorality! Every other sin that a person commits is outside the body, but the sexually immoral person sins against his own body.","Mwineke obhusiyani! ""Obhufu obhundi omuntu abhukova ahivu yomubhingwe Chonka o'bhusiyani omuntu afakalira omumubhivigwe nyabwe."
197156883,1CO,6,19,"Do you not know that your body is a temple of the Holy Spirit, who lives within you, whom you have from God? Do you not know that you are not your own?",Timumanya okwo emibhivi yaanyu ni lwensinga ya Mwoyo alikwera eikava omulimwe owumwaheilwe Kantonda? kandi timumanya okwo obhuvola bhutali bwanyu?
197156884,1CO,6,20,"For you were bought with a price. Therefore glorify God with your body and in your spirit, which belong to God.",Kubha mukagunwa omwiguzi lihanga chityo muheyo emibhili yaanyu kuha Katonda echitiimwa.
197160961,1CO,7,1,"Now concerning the issues you wrote about: ""It is good for a man not to touch a woman.""","Omubimuampandikile, chiseine omuseija atalala na mukazi wa wenene."
197160962,1CO,7,2,"But because of temptations for many immoral acts, each man should have his own wife, and each woman should have her own husband.",Chonka ahavwensonga yibhilegeso bingi bhubusiyani buli museija ahile mukaziwe kandi buli mukazi agile iba.
197160963,1CO,7,3,"The husband should fulfill his duty to have sexual relations with his wife, and in the same way the wife to her husband.",Omuseija agilele mukaziwe echimusanile Kandi numukazi akolatyo ahali iba.
197160964,1CO,7,4,"It is not the wife who has authority over her own body, it is the husband. In the same way, the husband does not have authority over his own body, but the wife does.",Omukazi takugelela mubiligwe sana ni mseijawe. Kandi numusija takugelela mubirigue sana mukazi wa weene.
197160965,1CO,7,5,"Do not deprive each other, except by mutual agreement and for a specific period of time. Do this so that you may devote yourselves to prayer. Then you should come together again, so that Satan may not tempt you because of your lack of self-control.","Buli kulala hamo matakuimangana, sana sana kimulaba murageine akaniya kake mubhone kuehayo, omukusabha musube mubhe hamo setani ataba lengeseza omukulemwa kwelengela."
197160966,1CO,7,6,But I say these things to you as a concession and not as a command.,Ebhigambo ebhi nimbigamba omukue yendela zichiragiro.
197160967,1CO,7,7,"I wish that everyone were as I am. But each one has his own gift from God. One has this kind of gift, and another that kind.",Ninyegomba buimuntu kakubeire nkanyawe okundi. Chonka buli muntu yeine amatungwage kuruga ahali Kantonda. ogu yeine amatungwa aga no ndijo agandi.
197160968,1CO,7,8,"To the unmarried and to widows I say that it is good for them if they remain unmarried, as I am.",Abatakatahile mubuswele hamo nemfalezi nimbagambire nti. Nichirungi kibhakuikeive  nkanye.
197160969,1CO,7,9,"But if they cannot exercise self-control, they should marry. For it is better for them to marry than to burn with passion.","Chonka kibhatakubasa kuetanga, batahe omubuswere. Kubha hakili kutoha o mubuswere bateikavaho kueyomba gomba."
197160970,1CO,7,10,"Now to the married I give this command—not I, but the Lord—the wife should not separate from her husband","Abali omuswere nimbalagiva, tinye sana numukama. Omukazi atatana na museijawe."""
197160971,1CO,7,11,"(but if she does separate from her husband, she should remain unmarried or else be reconciled to her husband), and the husband should not divorce his wife.","Karataana neiba atataha mwa museija ondijo, anga agaruke omueiba. Bagarulilangane."
197160972,1CO,7,12,"But to the rest I say—I, not the Lord—that if any brother has a wife who is an unbeliever, and if she is content to live with him, he should not divorce her.",Chonka abhasigara nimbagambika ti mukama omurumuna wenawena karaba eine omukazi atakuesiga atataama nawenene eikale nawenene.
197160973,1CO,7,13,"If a woman has an unbelieving husband, and if he is content to live with her, she should not divorce him.",Omukazi karaba eine omuseija atakue siga kandi mayehulila kuikala nawe eikaremu atakurugamu.
