file_name,chapter,verse_number,verse_text,error
41.usfm,,,v 47 iku wuchiji kuhosha kukasumuka yudasi wahekumi nayeji 12 nenzi jehi nezaza dawantu jajeni anasenji nimpoku zhakabali ninyitondu anafumi kuji akulumpi jawatupristu nikuji akulumpi jawantu,225.31696
45.usfm,,,v 18 aepikuleya nawasitoki amakwawu ajing’i akwakukeng’akeng’a kwiluka maana hiyakumubulakana amakwawu hiyakwila nawu iwu sakubobola keng’a ahoshi ninjiji amakwawu nawu kwizhi hakushimuna akishi akwitung’a jacheng’i nanochu chajing’i nakushimunayi yesu nikusang’uka muji afu,225.23596
47.usfm,,,v 27 ilang’a nzambi watonjeli yuma yampata yamunu mwishina yabula maana kulonja atiyishi nachu akwamaana nsonyi nzambi watonjeli yuma yampata yamunu mwishina yabula ng’ovu atiyishi nachu akwang’ovu nsonyi,224.99133
45.usfm,,,v 27 mulong’a nyichima yawantu awa yinasupi jehi matu awu anazhiki nimesu awu anazhimi akenja kamona namesu awu akenja katiya namatu awu akenja kashinshika munyichima yawu akenja kabalumuka hinukuyuuka,224.79544
42.usfm,,,v 18 atumbazhi twa yowana nawa fwalisewa ajini nakuzhinga naluleka kaji antu hiyakwinza nakwihula nawa antumbazhi twa yowana niatumbazhi twawa fwalisewa azhinana nakuleka kuya hakwila atumbazhi tweyi hizhinana chafuma,224.19524
41.usfm,,,v 23 anakuwuwu hamaseki amawahi jiyi muntu wukwila chakutiyayi mazu hiyakumulumbulukila chalala jiyi wukusonga iwu nkulakazhi 1000 iwu makumi atanu najimu 60 iwu makumi asatu 30 chayikuwiliwu,224.15747
48.usfm,,,v 9 chinajing’i nanenu chakaji yuma hinajiili yuma yamuntuku mulong’a chenzhiluwu anakwetu afumini kumasijoniya anyinkeli yuma yinabulili munsang’u yezhima najilekesheli nami nibuli kujya yuma yenu nihanu sang’a najilekeshela,224.07805
47.usfm,,,v 20 kuji ayujeya nelili neyi nikayujeya kulonja nakakokoli nachu ayujeya kuji antu aji kunshimbi nelili neyi niji kunshimbi kutong’a ami hiniji kunshimbuku kulonja nakakokoli nachu antu aji kunshimbi,223.78426
43.usfm,,,v 29 mulonga henohu wamwila jehi yenowu spiritu wazonja ninji fumaku muji muntu mulonga wamukwatilanga kakavulu wajingi muntu wakuhemba kuji akwawu hohu wakukasa namalengi nimpompa zhayikungu chakukotolayi yena yumoyu hiyakumupwapwila mumasanga kuji njemoni,223.75519
41.usfm,,,v 2 jichi neyi wukwinka yamukunkulu bayi wimbisha mpunga  kuwukaya neyi chelangawu amfwikizhi mumasinagogi nimunyikwakwaku nawa atiyakani mpuhu kuji antu nukuyilezha chalala nami antaumbuli jehi wulooku wawu,223.26
45.usfm,,,v 28 hakuyila ninji enu aweni muneluki kayujeya kushakama namuntu wakumunza wacheng’i hela kwinza kwakwihi ninji chinzhila hela chochu nzambi nanlezhi ninji kutena muntu neyi watama hela wamazhilu chinzhila,223.17102
43.usfm,,,v 4 ninji mwinenwinyi wukwila neyi wukweti nkulakazhi 100 yanyikoku hazhimbala wumu wukubula kushiya owu makumi atanu nawana nanyikoku yitanu nayiwana 99 mumpata hakuya nakukengakenga owu nazhimbali kengee nichakumuwanayi,223.12787
43.usfm,,,v 10 neyi anakutambiki sambilaku kushakama habula kulema chakwinzayi owu nakutambiki akwili ninji eyi ibwambu jami inzaku wushakami hanu halema akakumona kulema kuji akwenu ezhima wunashakami nawu nakujya,222.92825
62.usfm,,,v 8 hakwila enu akwetu twakeng’a bayi mulalamena ichi chuma chimuku mwanta wamonang’a ifuku jimu jiji neyi ikombakazhi janyaka 1000 niikombakazhi janyaka jiji neyi ifuku jimu,222.87878
67.usfm,,,v 14 wenawa akalwa nzhita namwana kamukoku mwana kamukoku wakayimika mushinju mulonga jiyi mukulumpi wawakulumpi jiyi mwanta wawanyanta ninawa ajiyi nawu atambikewa atonjewa ashinshika,222.76132
52.usfm,,,v 6 yinashiki kujenu neyi chiyinashiki mumpata yamunu mwishina mwezhima hiyikusonga nyikabu yiji nakutwalekahu nakuvula jichi chineli nimujenu nawa kufumisha kwifuku jimwatiyili himukwiluka nsangu yaluwi lwanzambi chalala,222.54216
45.usfm,,,v 7 chanajihuzholuwu ihuzholee petulu hakwimana nakuyila ninji enu anakwetu enu aweni mweluka jehi chantonjeluwu kuji nzambi mukachi kenu hamafuku akusambila kulonja azhentili atiyi mazu ansang’u yayiwahi kukanwa kami amoni kukuhwelela,222.45071
43.usfm,,,v 14 nyuuli yashikola hakutiya kutama nankashi nanochu chokiluwu muntu kuji yesu hasabata hakwila izaza jawantu ninji mafuku akukalakalangawu antu nyijimu yawu atanu najimu jiwu mwaji kwinzanga nakuyuuka bayi hasabataku,222.38002
67.usfm,,,v 4 mumbanja navwali mahina awusombu niachinana wajilengalenga nawulu natumalola twalema wuseya nimpelola kuchikasa chinji kuji lupasa lwawulu lwenzala yishimashima yoyuma yawuzonju yawuzhila winji,222.14716
66.usfm,,,v 4 mulonga kuji antu amakwawu anajikokelumu hambaji wowu atongwelawu jehi chachikulu nawu akayihisha hiyantu ajiwulanga nzambi abalumunanga luwi lwanzambi yetu lwikali kubazhama nakujikala mwanta wetu chinyawezhi yowu yesu klistu,221.8436
41.usfm,,,v 6 ilanga nalondi mwiluki nenu mwana kamuntu wukweti wanta wakwanakena antu nyilonga hanu hamaseki hakumwila owu wakata kalepa nindi hindukaku nonaku kajiji keyi wuyi kwitala jeyi,221.81906
41.usfm,,,v 35 kulonda mwakamoni mulonga wamashi awantu alonga ezhima apwekesheluwu hanu hamaseki kufumisha kumashi aabeli wadingi muntu walonga ndoo nikumashi azekariya mwana kabarakiya mwazhahilili hakachi kamwazhila nakamenga kakulambwila,221.81686
41.usfm,,,v 17 jichi majingu ezhima akufumisha kuji abalahama nakushika kuji davidi makingu ikumi nawana kufumisha kuji davidi nakushika hayitweluwu ku babiloni nakushika kuji kilisitu makingu ikumi nawana,221.80103
49.usfm,,,v 17 ichi chinukwila nami nshimbi yenzhili munahiti jehi nyaka nkulakazhi zhiwana namakumi asatu 430 nahatiyangeniyi nzambi naabarahama hiyikutwesha kuzhaha chitiyangenu chakolesheliyi nzambuku mwaka yizeyeshi chikaninu chili chamukunkulwayi,221.4706
67.usfm,,,v 15 mukanwa kinji himukwijika mpoku yakabali yatwa kulonja akatapi nachu nyunza wakayiyuula nankùnyi yachikungu hakujata wukamwinu wavinyu yakulenjumuka kwalenjumukanga kuzuwa kwanzambi watwesha yezhima,221.39119
45.usfm,,,v 21 hakwila eyi bayi wuyitezhaku mulonga kunamubelamini deji amayala akubajika makumi awana 40 anadishingi nawu kudya hela kunwa chinga tunamuzhahi jehi chituji nakuhosha ichi anabatami jehi aji nakutalila chimukukenga kujikana nawu,221.30322
59.usfm,,,v 13 wenawa ezhima afwili mukukuhwelela chakaji kutambula yayikaninuwu akuminini jakuyimwena maaya nakuyisambilila iku yichiji kwakulehi hiyakwitezha nawu tuji enyi niakwakwenja mwambala hanu hamaseki,221.19922
63.usfm,,,v 18 enu anyana anyanya mpinzhi yakukuminina yinashiki jehi yimwatiyili nawu mukwankunyi naklistu wukwinza katataka kunamwekani jehi akwankunyi naklistu amavulu jihu hitunelukili netu mpinzhi yakukuminina yinashiki jehi,220.81847
67.usfm,,,v 6 hinukumona kangelu mukwawu hakutuuka hakachi kaluzwizu nasenji nsangu yayiwahi yakatwalekahu hayanyaka ashimuni kuji antu ezhima ashakama heseki ninyunza yezhima ninyichiji yezhima niakwamajimi ezhima niamumatunga ezhima,220.79175
53.usfm,,,v 6 ilanga chanafumiyi timotewu kujenu ashiki kujetu nakutuletela nsangu yakulunga yakukuhwelela kwenu nakukenga kwenu ninji mwatwanukanga chachiwahi mafuku ezhima ninji mwakenga nankashi kutumona neyi chitunakengi etu nawa kuyimonenu tutiya nimumuchima nhii,220.67102
43.usfm,,,v 31 mwanta wamumbanja wakukabeta kakuchijiilu wamba kemana nakutanyisha antu achisakichi hakusompesha mulonga yena wafumini kwakumina iseki enzi nakutiya maana asolomoni talenu kunu kuji wabajika solomoni,220.61452
67.usfm,,,v 12 hinukumona afu niamaneni nianyanya hiyakwimena kumesu etanja jawanta hiyakubakula nyikanja hiyakubakula nimukanja wukwawu wowu wawumi hiyakusompesha afu nansangu zhayuma yelilangawu yasonekeluwu jehi munyikanjoyu,220.52536
41.usfm,15,00,v 46 chelili neyi hikwakwihi nampinzhi yamuchitanu nachiwana 1500 hrs yesu hakubilela nezu jangovu ninji eli eli lama sabakatani chaya mukwila nawu nzambi yami nzambi yami wunanshiyiliji kankawami,220.45592
67.usfm,,,v 2 hinukumona chuma chiji neyi izhiya jakezhima jakubomba nakesi ninana emikili mushinju haji kanyama nihaji nkishi yinji nimwachinjilawu izhina jinji hiyakwimana natujaja twanzambi kwizhiyoju jakezhima,220.22166
59.usfm,,,v 4 nakukuhwelela abeli wamulambwili nzambi mulambu wakubajika wálambwiliyi kena jichi hakutiyakana mpuhu nawu walong’a chatambwiliyi nzambi yamukunkulu yinji wamushimwini wunsahu jichi hela wafwa wuchiji kuhosha nihanu,220.12762
41.usfm,,,v 6 chalala nukuyilezha nami  anatambuli wulooku wawu ilanga eyi chuwukulombelanga ingilaku kukapeka keyi wushinkiku wulombeli kuji tata yeyi wakumbaji nitata yeyi wamonanga kumbaji wakakwinka wulooku,220.04533
43.usfm,,,v 21 hampinzhi oyu yesu nenzali namuzangalu wakufuma kuji spiritu wazhila ninji eyi tata mwanta wewulu niiseki nakusakilili chiwayizhinjili akwamaana niakwakashinshi yumiyi hiwukuyimwekesha kuji anyikeki mwamweni tata jichi chiwamweni kuwaha,219.52176
63.usfm,,,v 20 tuneluki netu mwana kanzambi nenzi natwinki jehi kashinshi kakumwiluka yena walala ninetu tuji muji yena walala mwomuji mwaninji yesu klistu yeniwu jiyi nzambi walala niwumi wahayanyaka,219.28275
59.usfm,,,v 12 mulong’a izu janzambi jajumi jikweti ng’ovu jatwa chakubajika mpoku yakabali yikweti wumwemu kuyeji japwikang’a nakwambula wumi naspilitu manung’i namanzhi jaswezha kushinshika yitong’ozhoka niyafuukulang’a muchima,219.24663
43.usfm,,,v 17 hakukunkumuka nawu hakwimana hesekana nezaza jawatumbanzhi twinji jajeni niantu amavulu nankashi afumafumini mwahita yujeya yezhima nikuyerusalema nikuchikumu chakalungalwizhi chakutira nasijoni enzhili nakumutiya kulonja akayuuki ninyisongu yawu,219.21735
41.usfm,,,v 9 mulonga ninami nawa nikweti anyanta zhami nikweti mashijika angovwahilanga nelanga iwu nami  yanga hakuya mukwawu nami izanga hakwinza njungu yami hinukukwila nami ilaku ichi hakwaila,219.21564
67.usfm,,,v 6 kumuchiji waasheli alamikiluku makombakazhi ikumi nayeji 12000 kumuchiji wanafwatali alamikiluku makombakazhi ikumi nayeji 12000 kumuchiji wamanase alamikiluku makombakazhi ikumi nayeji 12000,219.10648
67.usfm,,,v 7 kumuchiji wasimeyona alamikiluku makombakazhi ikumi nayeji 12000 kumuchiji walevi alamikiluku makombakazhi ikumi nayeji 12000 kumuchiji waisakali alamikiluku makombakazhi ikumi nayeji 12000,218.96481
59.usfm,,,v 9 ilang’a tunamoni yesu elishiluwu wakuminamu chanti haji ang’elu kulonja akatompeli antu ezhima kufwa naluwi lwanzambi anamuvwiki jehi chibang’ula chalubanzhi lwakulema nimpuhu nanochu chamweniyi makabi akufwa,218.75061
42.usfm,,,v 34 chiji neji muntu nayi nzhila yayilehihikupita yachengi nashiyi itala jinji nenki anjungu zhinji wanta ninyijimu yawu iwu nawinji iwu nawinji nalezhi mukwakuhemba chisu ninji akatoni,218.72327
44.usfm,,,v 18 chalala chalala nukukulezha nami chiwajingi kansi wajivwikilanga eyi aweni wajingi nakuya kwonsu kuwunakengi kwoku ilanga chiwamba kekala kashinakazhi wamba kolola makaseyi amba kakuvwika kuji wachengi amba kakutwala kuwakabula kukenga,218.64339
41.usfm,,,v 44 wanta wamwiwulu wuji neyi chuma chalema wuseya chaswekawu mwiha chanachiwaniwu kuji muntu hakuchisweka chengi namuzangalu watiyiliyi hakuya nakulanjisha yajingayi nayu yezhima hakulanda ihoju,218.20291
67.usfm,,,v 2 hinukumona kanyama wuji neyi chisumpa nyenju yinji yiji neyi yabela kanwa kinji kaji neyi kamutupa owu chanzangombi hakumwinka ngovu zhinji niitanja jinji jawanta niwanta weneni,218.14711
67.usfm,,,v 6 hinukutiya izu jiji neyi jaluntu lwaluvulu neyi kuvuma kwamenzhi amavulu neyi yivumina yangovu nakwila nawu hamekenu mwanta mulonga mwanta nzambi yetu watwesha yezhima hakuyuula,218.0439
45.usfm,,,v 6 pawulu chanelukiyi ninji komana aneli awa asadusi awa afwarisewu hakubijika mwenomu muchota ninji enu anakwetu ami nikafwarisewu nimwana kawafwarisewu nsangu yaji nakunsompeshelawu yoyakuchiŋeja kusanguka kwamba kasanguka afu,217.60013
41.usfm,,,v 30 zhikulili tuhu hamu kumuzhezhima nihakumuna hachilaaka chakumuna nakayila akwakumuna nami sambilenu kukungulamu matahu muyikasi yita mwakayochi hakwila tijiku muyikungwili munkalanga yami,217.54213
45.usfm,,,v 22 enu akwetu amayala aisalela tiyenu niyilezhi nami yesu wakunazaleta iyala alemesheluwu kuji nzambi nanyijimu yang’ovu niyihayamisha niyinzhikizhilu yeliliyi nzambi nayena mukachi kenu neyi chimuneluki jehi enu aweni,217.20624
43.usfm,,,v 22 yesu hakuyakula ninji yenu mwakamulezhi yowanu yuma yimunamoni niniyi yimunatiyi amputamesu hiyakutona akwakubalakata hiyakwenja chachiwahi akwambumba hiyakutooka azhika matu hiyakutiya afu hiyakuyisangula atuzwengi hiyakuyishimwina nsangu yayiwahi,217.1015
41.usfm,,,v 29  ejima anashiyi hela matala hela anakwawu hela ahelawu hela atata zhawu hela amama jawu hela anyana hela maha hansangu yejina jami akatambwilamu nkulakazhi 100 akaswana niwumi wahayanyaka,217.01488
43.usfm,,,v 7 hakumwihula mukwawu nawa ninji inji eyi mukuji weyi namwanta wami washika mujihi yena ninji 17000 kg yatijiku hakumwila ninji nonaku mukanja weyi wamukuji wusoneki 14000 kg,216.87584
41.usfm,,,v 18 yena hakuyila ninji yenu munganda mukuwana muntu wumu mumwili nenu nkulunganga ninji mpinji yami yinashiki dehi kwakwihi nakengi kwinza kwitala deyi nijiiluku chipandakenu hamu nawatumbanzhi twami,216.8089
45.usfm,,,v 29 pawulu ninji hela chantesha hohu hela chaswezha kuvula nalombi kuji nzambi nami akubalumuni nineyi niantu ezhima aji nakuntiya lelu mwikali neyi chinekalami ilang’a chakubula kwanawa maleng’i hohu,216.699
56.usfm,,,v 8 jichi bayi wutiya nsonyi yawunsahu wamwanta wetu hela kutiya nsonyi hansangu yamami muntu winji akasawuku kumina jakumona kukala hamu nanami hansangu yayiwahi mwaya ngovu zhanzambi,216.63126
43.usfm,,,v 13 oyi yihungu yiwakamoneyi korazini oyi yihungu yiwakamoneyi beteseja nyijimu yangovu yaneliluwu mujenu neyi ayililili mutira nasijoni mutenowu abalumukili jehi munyichima yawu ashakama jehi nimumawuti avwala jehi niyikeleyi,216.45859
41.usfm,,,v 37 muntu wakeŋa tata yindi hela mama yindi chakubadika chankengayi ami hananteleli amuku niwákenga mwanindi weyala hela mwanindi wamumbanda chakubajika chankengayi ami hananteli amuku,216.27473
45.usfm,,,v 26 munamoni munatiyi hikuefwesesa hohuku ilang’a kunashali kwanti nakwila mwahita asiya mwezhima iwu pawulu wakanzhikizha jehi antu amavulu nakuyibalumuna munyichima yawu ninji ankishi zhakutung’a namakasa hijiwu anzambuku,216.26797
44.usfm,,,v 38 kulonjela hayumiyi yosefu wakualamateya wajingi kambanzhi kayesu ilanga chakuzhinja nawoma wawayujeya hakumulomba pilatu amwitezhi kufumisha muzhimba wayesu pilatu hakumwitezha jichi hakwinza hakufumisha muzhimba winji,216.14597
44.usfm,,,v 25 jichi akwawu atumbanzhi hiyakumwila nawu tunamumoni mwanta ilanga yena hakuyila ninji chinga nimona yitu yambwambu mumakasinji niingizha nimunu wami muyitu yambwambu nisha nichikasa chami mukabavu kinji mukunkulwayi hinukukuhwelelaku,216.0759
47.usfm,,,v 14 mulong’a iyala wabula kukuhwelela anamuzhilikili muji ing’ojinji nimumbanja wabula kukuhwelela anamuzhilikili muji mfumwinji mukunkulwayi anyanenu akwikala akaji kuzhila ilang’a ichi jinu anekali kwawu azhila,216.00235
62.usfm,,,v 10 ilang’a ifuku jamwanta jakenza neyi chenzang’a ikombi jenoju ifuku mawulu akahita nalushinju lwalweni niyuma yezhima yakasung’unuka neyena jakesi niiseki niyuma yijumu yakasukuma bwii,215.88023
67.usfm,,,v 18 imu jimu mwekala maana muntu wukweti kashinshi achinji mwakumina kuchinja kwanowu kanyama hikuchinja kwezhina jamuntu kumuchinja hinkulakazhi zhitanu nayimu namakumi atanu najimu nakatanu nakamu 666,215.72232
48.usfm,,,v 1 ami pawulu kapostolu kaklistu yesu mwaya muchima wanzambi nimanakwetu timotewu tudi nakuyisonekela mukanda enu akwachipompelu chanzambi chekala kukolinda hamu nawakwakuzhila ezhima ekala muakaya mwezhima,215.64746
51.usfm,,,v 8 nkumininaku enu anakwetu tongozhokenu yuma yalala yezhima yalema yezhima yalonga yezhima yitooka yezhima yaswezha kuwaha yezhima yampuhu yayiwahi yezhima neyi kuji kashinshi kakeni neyi kuji yahamekangawu tongozhokenunga yumoyu,215.57895
45.usfm,21,00,v 23 hakutambika akulumpi ayeji amashijika ninji longeshenu mashijika nkulakazhi zhiyeji 200 niakwatuwalu makumi atanu nayeji 70 niakwamayonga nkulakazhi jiyeji 200 akayi kukesareya akanyamuki mpinji yawufuku yamuchisatu 2100 hrs,215.30315
66.usfm,,,v 25 kuji nzambi wumu hohu yowu chamwinu chetu kwokuji yesu klistu mwanta wetu kwikali lubanzhi lwakulema niwukelengi niwanta ningovu nihelili nyaka yichiji kanja nikatataka nihayanyaka amena,215.29294
45.usfm,,,v 23 chiyanatiyang’anuwu ifuku ayujeya amavulu nankashi hiyakwinza kwitala kwashakaminiyi yena hakuhita munsang’u oyu hakushimuna wanta wanzambi hakuyilumbulwila nsang’u yayesu chakufumisha munyikanja yanshimbi yamosi niyawatuplofwetu kufumisha kubujiji njoo nikumelela,215.26773
42.usfm,,,v 3 henohu ajingi mubetani mwitala jashimona wajinga nambumba chanjingi nakujya kumesa wamumbanda wenzhili kujiyena namanzhi evumba jajiwahi alabasata muchipunja awuseya walema amawahi wayinoneli naku yihungunwina hamutu winji,215.24033
43.usfm,,,v 36 hakuyitila chishimu ninji kwosi muntu wukutabula chitabu kuchikowelu chachiha achisha kuchikowelu chachikuluku neyi wukwila chochochu wukutabula nichachiha nichachikulu chitabu chikufuma kuchikowelu chachiha hichikuya mumu nachachikuluku,215.07333
48.usfm,,,v 2 munahiti jehi nyaka ikumi nayiwana 14 neluki iyala wamuji klistu amuhukwili nakumutwala mwiwulu jamuchisatu kwizhi wajing’i mumuzhimba inji kwizhi hajing’i mumuzhimbaku hinelukuku nzambi jiyi neluki,214.6226
41.usfm,,,v 19 jichi muntu wukumotoka kachuma kamu kinayilezhi hakutangishamu niakwawu muwanta wamwiwulu akamutena nawu waswezha kukeha hakwila muntu wukwilamu hakutangishamu niakwawu muwanta wamwiwulu akamutena nawu muneni,214.15382
41.usfm,,,v 19 jichi muntu wukumotoka kachuma kamu kinayilezhi hakutangishamu niakwawu muwanta wamwiwulu akamutena nawu waswezha kukeha hakwila muntu wukwilamu hakutangishamu niakwawu muwanta wamwiwulu akamutena nawu muneni,214.15382
59.usfm,,,v 8 chanasambiliyi jehi kuhosha ninji yimuna yakuketula nanyilambu hela nyilambu yamukuma yakushita niyahanshiji hiwayikeng’eli kweyuku hela kuyitiya kuwaha hiwayitiyili kuwahaku nyilambu yeniyi ayilambulang’a mwaya nshimbi,213.63309
61.usfm,,,v 3 mulong’a mafuku ahamwaka awanini nakukong’a mwakeng’ang’awu azhentili nakwenja nakubazhama nakufwila kwatama nakuswezha kunwa walwa nakuhang’ana yisela yatama nakufwa hakujya nakwila yishimashima yakufukamina ankishi,213.4538
45.usfm,,,v 35 yuma yezhimiyi nelili kulonja mutaliluhu kulonja enu aweni mwakakalakali mukwashi akwenu abula ng’ovu mwanukang’a mazu amwanta yesu chahosheliyi ninji chikweti kukooleka yowu kwinka akwenu kutambula chakuminamu,212.95404
59.usfm,,,v 7 mumafuku ashakaminiyi yesu mumuzhimba heseki wamulambwili kulombela nikulembelela nakujila kwakweni namajilu kuji yena watwesheli kumupulwisha afumi mukufwa amutiyili nanochu chajing’iyi nawoma wakwakama nzambi,212.87804
53.usfm,,,v 14 mulonga enu anakwetu mwajingi neyi yipompelu yanzambi yamuji klistu yesu yekala muyujeya mulonga ninenu nawa mwamweni yuma yakala kuji akwenu amwitunga jenu neyi chamwenuwu wena kuji ayujeya,212.71179
46.usfm,,,v 11 chatambwiliyi  chizhikishilu chakwalama hiwuswu wakulonga kwatambwiliyi nakukuhwelela chadingiliyi nachu henohu kanda alami kulonda akekali tata yawantu owu ezhina akuhwelela ki abula kwalama mulonga alonga achindiwi kuji wena,212.65791
49.usfm,,,v 12 mulonga heliluwu antu afumini kuji yakoba achiji kanja enzi wajiilanga nawazhentili ilanga chanenzuwu wena yena petulu hakufumamu hakwambuka kuji azhentili mulonga natiyi jehi akwakwalama woma,212.65611
44.usfm,,,v 26 chimunahiti mafuku atanu nasatu atumbanzhi twinji ajingi chengi mwitala tomasi wajingi hamu nawu niyena yesu hakwinza kuyenzelu sanga apatilaku hakwimana mukachi hakuyila ninji kuwunja kwikali nanenu,212.6029
46.usfm,,,v 4 mulonga niyena hingamba ya nzambi kulonda akukwaasha ilanga neyi welanga chatama tiya ku woma mulonga wunaseji mpoku yakabali  tuhuku jilyena hingamba ya nzambi hintenji kukwelila mwaamu welanga chatama,212.10425
43.usfm,,,v 8 songenu nyikabu yatelela antu anabalumuki munyichima bayi mutachika kuhosha munyichima yenu nenu tukweti nkakulula yetu abarahamaku tiyenu niyilezhi nami nzambi natweshi kutetula anyana kaabarahama mumalolawa,212.08427
48.usfm,,,v 9 ilang’a yena nang’ili ninji luwi lwami lunakuwanini mulong’a ng’ovu yami yalumbulukang’a chikupu hakuzeya jichi hinukutiya kuwaha nankashi nami komana chuma chachiwahi chochakujisama nakuzeyazeya kwami kulonja ng’ovu yaklistu yakekali hajami,212.05545
42.usfm,,,v 41 hakutambula owu mankenji atanu ninowu anshi ayeji hakutala mwiwulu nakukiswila nikuhumona mankenji inkumininaku hakwinka atumbazhi twinji hohenohu antu onsu kanja wayanzangeneni nawa anshi ayeji ezhima wawu,211.93399
67.usfm,,,v 16 nakwila nawu oyu yihungu oyu yihungu nganja yeneni yavwikiluwu namahina amawahi atooka niawusombu niachinana wajilengalengeli yuma yawulu nitumalola twalema wuseya nimpelola,211.8758
67.usfm,,,v 7 mumi wakusambila wuji neyi mutupa mumi wamuchiyeji wuji neyi mwana kangombi mumi wamuchisatu kumesu wuji neyi amuntu mumi wamuchiwana wuji neyi mbuulu wukutuuka,211.86003
55.usfm,,,v 21 nakulezhi kumesu anzambi nikumesu aklistu yesu nikumesu awang’elu atonjewa nami hembaku yumiyi chakaji kutonja hakachi kawantu wubuli kwila chuma chakulemesha muntu wumu mukwawu wumujiwuli,211.72482
45.usfm,,,v 27 chiwunashiki wufuku wekumi nachiwana 14 hitukuhung’umuka niniku niniku mukalung’alwizhi kaajiliya kwizhi kwela jehi mukachi kawufuku akwakwenjesha watu hiyakutong’ozhoka nawu hiyakuya nakuswila kwakwihi nampata yimu,211.24295
41.usfm,,,v 21 kufuma henohu yesu hakutachika kulezha atumbanzhi twinji ninji chinga nakaya kuyerusalema nakakaba yuma yayivulu kuji akulumpi nikuji akulumpi jawatupristu nikuji ansoneki akanzhaha hetangwa damuchisatu nakasaŋuka muji afu,211.15129
43.usfm,,,v 25 muyerusalema mwajingi muntu wumu izhina jinji simeyona yena muntu iwu wajingi walonga wukweti kalemesha kakulemesha nzambi wajingi nakutalila chamba kayikunjezhawu aisarela spiritu wazhila wajingi haji yena,211.04172
59.usfm,,,v 1 munshimbi muji mwevulu wayuma yayiwahi yikwinza hijiyi yuma yayeni muyekalilaku jihu hafumang’a kukang’anya kuwahisha chikupu antu akunjaminang’a kwakwihi nayimuna yaketulang’awu yoyimu hohu hamwaka hamwaka,210.53601
43.usfm,,,v 58 neyi wuji nakuya kuji mukwakusompesha namuntu nakwinki mulonga esekaku kumanisha mulonga hiwuchiji ninji munzhila mukunkulwayi wukukutwala kuji mukwakusompesha mukwakusompesha hakukwinka kuji mukwakaleya niyena hakukusha mukaleya,210.44266
48.usfm,,,v 16 kudi amu tudi nakwipuka ivumba dakufuma kukufwa nakuya kukufwa kudi amakwawu tudi nakwipuka ivumba dakufuma kuwumi nakuya kuwumi yeniyi yuma yakutwesha anyi,210.42343
43.usfm,,,v 21 owu njungu hakwinza hakumulezha nkaka yinji yumiyi owu mwanta wetala hakuzuwa hakumwila njungu yinji ninji yaku swayi munyikwakwa nimutuzhila twamumukala wuletaleti atuzwengi niayifwayi niamputamesu niakwakubalakata wuyingizhumu,210.27469
46.usfm,,,v 15 ilang’a chamukunkulu chaluwi hichinesekani namulong’aku chafwiluwu antu amavulu nakuputola kwamuntu wumu komana luwi lwanzambi nichamukunkulu chenzhili naluwi lwamuntu wumu yowu yesu klistu chikuyiswezhela nankashi antu amavulu,210.21432
41.usfm,,,v 8 neyi chikasa cheyi hela mwenju weyi wakudimbwishanga wuketuli wuwunatili kwakulehi naneyi chinawahi kwingila muwumi nawufwayi hela nakubalakata kubadika kukunatila mukesi kahayanyaka wudi namakaseyi ayeji hela nanyendu yeyi yiyeji,209.65536
45.usfm,,,v 11 neyi ami nakong’ang’a chatama hela neyi nela jehi chuma chatela kufwa hinakaani kufwaku ilang’a neyi yananholokeluwu yakutwamba hikuji muntu wukutwesha kunlubula kuji wenaku niyi kwami kuji kesali,209.54938
45.usfm,,,v 5 ninji chinajing’i kumukala wayopa nakulombela hinukukeng’a kuya mutulu muchimwenu hinukumona chuma kwizhi chiji neyi ihina jeneni hichikuzelumuka hiyakuchizelumuna kwiwulu kuchajing’i kumawombu achu awana chishika nikujami,209.18843
67.usfm,,,v 9 himukulonjela nikangelu mukwawu wamuchisatu hakuhosha nezu jatiyakana ninji muntu wukujifukula kuji owu kanyama nikunkishi yinji hakwitezha kumufunja hehama jinji hela hachikasa chinji,208.5701
43.usfm,,,v 12 hakumwila owu muntu wamutambikili ninji neyi wukuteleka chawizha chamwaana hela chamelela bayi wutambika amabwambu zheyi hela anakweyi hela antanga zheyi hela akwenu ahetaku akenja kakutambika nineyi nawa akakuhingishilamu,208.15161
43.usfm,,,v 10 yena hakuyila ninji enu anayitezhi kwiluka nsangu zhawanta wanzambi zhazhinjawu hakwila kuji achengi yiji muyishimu hohu kulonja hela akumona abuli kumona zhiika kutiya akutiya kushinshikamu nehi,207.9029
54.usfm,,,v 2 tunalembi netu bayi munyakala kuzhinoka munyichima yenu nakuyakamisha kuji aspilitu akutwamba hela namazu hela namukanja wuji neyi wunafumi kujetuku mwakwila nawu ifuku jamwanta jashika jehi,207.82262
46.usfm,,,v 20 neyi chilumbu cheyi natiyi nzala mwinki yakuja aji neyi natiyi  mpwila mwinki menzhi anwi muloga neyi mukwila mwenomu wukumulumbikila makala a kesi hamutu winji,207.7366
67.usfm,,,v 14 hakujimba antu ashakama heseki nayinzhikizhilu yamwitezheluwu kukonga kumesu anowu kanyama hakuyila antu ashakama heseki ninji atungi nkishi yakanyama wajingi nachilonja champoku yakabali wahanjili,207.73425
