sort,book,chapter,verse,es-419,en
281022473,REV,1,9,"Yo, Juan —su hermano y el que comparte con ustedes en el sufrimiento y reino y en la paciente perseverancia que son en Jesús —estaba en la isla llamada Patmos por causa de la palabra de Dios y el testimonio acerca de Jesús.","I, John—your brother and the one who shares with you in the suffering and kingdom and patient endurance that are in Jesus—was on the island called Patmos because of the word of God and the testimony about Jesus."
281022474,REV,1,10,Yo estaba en el Espíritu en el día del Señor. Yo escuché detrás de mí una voz alta como una trompeta.,I was in the Spirit on the Lord's day. I heard behind me a loud voice like a trumpet.
281022475,REV,1,11,"Dijo: ""Escribe en un libro lo que ves, y envíalo a las siete iglesias —a Éfeso, a Esmirna, a Pérgamo, a Tiatira, a Sardis, a Filadelfia, y a Laodicea.""","It said, ""Write what you see in a book, and send it to the seven churches—to Ephesus, to Smyrna, to Pergamum, to Thyatira, to Sardis, to Philadelphia, and to Laodicea."""
281022476,REV,1,12,"Me volteé para ver de quién era la voz que me hablaba, y al voltearme vi siete candeleros de oro.","I turned around to see whose voice was speaking to me, and as I turned I saw seven golden lampstands."
281022477,REV,1,13,"En medio de los candeleros había uno como un Hijo de Hombre, vistiendo una túnica larga que alcanzaba hasta sus pies, y un cinturón de oro alrededor de su pecho.","In the middle of the lampstands there was one like a son of man, wearing a long robe that reached down to his feet and a golden sash around his chest."
281022478,REV,1,14,"Su cabeza y cabello eran tan blancos como lana —tan blancos como nieve, y sus ojos eran como una llama de fuego.",His head and hair were as white as wool—as white as snow—and his eyes were like a flame of fire.
281022479,REV,1,15,"Sus pies eran como bronce bruñido, como bronce que ha sido refinado en un horno, y su voz era como el sonido de muchas corrientes de agua.","His feet were like polished bronze, like bronze that had been refined in a furnace, and his voice was like the sound of many rushing waters."
281022480,REV,1,16,"Él tenía en su mano derecha siete estrellas, y saliendo de su boca una espada afilada de doble filo. Su rostro estaba resplandeciente como el sol en su brillo más fuerte.","He had seven stars in his right hand, and a sword with two sharp edges was coming out of his mouth. His face was shining like the sun at its strongest."
281022481,REV,1,17,"Cuando lo ví, caí a sus pies como un hombre muerto. Él puso su mano derecha sobre mí y dijo: ""No temas. Yo soy el Primero y el Último,","When I saw him, I fell at his feet like a dead man. He placed his right hand on me and said, ""Do not be afraid. I am the first and the last"
281022482,REV,1,18,"y Aquel que vive. Yo estuve muerto, pero mira, ¡Yo vivo para siempre! Y yo tengo las llaves de la muerte y del Hades.","and the one who lives. I was dead, but look, I live forever and ever! And I have the keys of death and of Hades."
281022483,REV,1,19,"Por lo tanto, escribe lo que tú has visto, lo que es ahora, y lo que ocurrirá después de esto.","Therefore write down what you have seen, what is now, and what will take place after this."
281022484,REV,1,20,"En cuanto al significado escondido de las siete estrellas que viste en mi mano derecha, y los siete candeleros de oro: las siete estrellas son los ángeles de las siete iglesias, y los siete candeleros son las siete iglesias.""","As for the hidden meaning about the seven stars you saw in my right hand, and the seven golden lampstands: The seven stars are the angels of the seven churches, and the seven lampstands are the seven churches."""
281026561,REV,2,1,"""Escribe al ángel de la iglesia en Éfeso: 'Éstas son las palabras del que sostiene las siete estrellas en su mano derecha y quien camina entre los siete candeleros de oro:","""To the angel of the church in Ephesus write: 'The words of the one who holds the seven stars in his right hand and who walks among the seven golden lampstands,"
281026562,REV,2,2,"""Yo conozco lo que tu has hecho, tu duro trabajo, tu paciente perseverancia, que no puedes tolerar a esa gente malvada, y que has probado a esos quienes dicen que son apóstoles, pero no lo son, y los has hallado falsos.","""I know your deeds, your hard labor, and your patient endurance, and that you cannot tolerate those who are evil, but you have tested those who claim to be apostles but are not, and you have found them to be false."
281026563,REV,2,3,"Yo sé que tienes perseverancia, y has pasado por mucho por causa de mi nombre, y no te has cansado.","You are enduring patiently and bearing up for my name, and you have not grown weary."
281026564,REV,2,4,Pero tengo en contra de ti que has dejado atrás tu primer amor.,But I have against you the fact that you have left behind your first love.
281026565,REV,2,5,"Recuerda por lo tanto de dónde has caído. Arrepiéntete y haz las cosas que hiciste primero. A menos que te arrepientas, Yo vendré a ti y removeré tu candelero de su lugar.","Remember therefore from where you have fallen. Repent and do the things you did at first. Unless you repent, I will come to you and I will remove your lampstand from its place."
281026566,REV,2,6,"Pero tienes esto: tu odias lo que los Nicolaítas han hecho, lo cual yo también odio.","But you have this: You hate the deeds of the Nicolaitans, which I also hate."
281026567,REV,2,7,"El que tiene oído, escucha lo que el Espíritu dice a las iglesias. Aquel que conquiste, le permitiré comer del árbol de la vida, el cual está en el paraíso de Dios' "".","Let the one who has an ear, hear what the Spirit is saying to the churches. To the one who conquers I will give the right to eat from the tree of life, which is in the paradise of God.""'"
281026568,REV,2,8,Escribe al ángel de la iglesia en Esmirna: 'Éstas son las palabras de Aquel que es el Primero y el Último- quién estaba muerto y quién volvió a la vida otra vez:,"""To the angel of the church in Smyrna write: 'The words of the one who is the first and the last, the one who was dead and who became alive again:"
281026569,REV,2,9,"""Yo conozco tus sufrimientos y tu pobreza pero tú eres rico. Yo conozco las calumnias de esos que dicen ser judíos pero no lo son, ellos son una sinagoga de Satanás.","""I know your sufferings and your poverty, but you are rich. I know the slander of those who say they are Jews, but they are not. They are a synagogue of Satan."
281026570,REV,2,10,"No temas lo que estás por sufrir. ¡Miren! El diablo está cerca de arrojar a algunos de ustedes en prisión para que puedan ser probados, y van a sufrir por diez días. Se fiel hasta la muerte, y Yo te daré la corona de la vida.","Do not fear what you are about to suffer. Look! The devil is about to throw some of you into prison so that you will be tested, and you will suffer for ten days. Be faithful until death, and I will give you the crown of life."
281026571,REV,2,11,"El que tiene oídos, escuche lo que el Espíritu dice a las iglesias. Aquel que conquiste no será herido por la segunda muerte'.","Let the one who has an ear, hear what the Spirit is saying to the churches. The one who conquers will not be hurt by the second death.""'"
281026572,REV,2,12,"""Escribe al ángel de la iglesia en Pérgamo: 'Estas son las palabras de Aquel que tiene la afilada espada de doble filo:","""To the angel of the church in Pergamum write: 'The words of the one who has the sword with two sharp edges:"
281026573,REV,2,13,"""Yo sé dónde vives, dónde está el trono de Satanás. Aún así te aferras firmemente a mi nombre. Yo sé que no has negado tu fe en mí, aun en los días de Antipas, mi testigo fiel, quien fue muerto entre ustedes, ahí donde Satanás vive.","""I know where you live, there where Satan's throne is. Yet you hold on tightly to my name. I know that you did not deny your faith in me, even in the days of Antipas my witness, my faithful one, who was killed among you, there where Satan lives."
281026574,REV,2,14,"Pero Yo tengo unas cuantas cosas contra ti, que tienes algunos que se aferran firmemente a las enseñanzas de Balaam, quien le enseñó a Balac a arrojar una piedra de tropiezo delante de los hijos de Israel, para que así ellos comieran alimento sacrificado a ídolos y fueran sexualmente inmorales.","But I have a few things against you: You have there some who hold tightly to the teaching of Balaam, who taught Balak to throw a stumbling block before the sons of Israel so they would eat food sacrificed to idols and be sexually immoral."
281026575,REV,2,15,"De la misma manera, ustedes tienen algunos que se aferran firmemente a las enseñanzas de los Nicolaítas.","In the same way, you even have some who hold tightly to the teaching of the Nicolaitans."
281026576,REV,2,16,"¡Por lo tanto, arrepiéntete! Si no lo haces, Yo vendré a tí pronto, y haré la guerra contra tí con la espada que sale de mi boca.","Repent, therefore! If you do not, I will quickly come to you, and I will wage war against them with the sword in my mouth."
281026577,REV,2,17,"El que tiene oídos, escuche lo que el Espíritu dice a las iglesias. Aquel que conquiste, Yo le daré del maná escondido, y le daré una piedrecita blanca y sobre la piedrecita un nuevo nombre escrito, un nombre que nadie conoce, sino el que lo recibe' "".","Let the one who has an ear hear what the Spirit is saying to the churches. To the one who conquers, I will give some of the hidden manna, and I will give a white stone with a new name written on the stone, a name which no one knows but the one who receives it.""'"
281026578,REV,2,18,"""Escribe al ángel de la iglesia en Tiatira: 'Estas son las palabras del Hijo de Dios, quién tiene ojos como llama de fuego y pies como bronce bruñido:","""To the angel of the church in Thyatira write: 'These are the words of the Son of God, who has eyes like a flame of fire and feet like polished bronze:"
281026579,REV,2,19,"""́ Yo conozco lo que has hecho: Tu amor y fe y servicio y paciente perseverancia. Yo conozco lo que has hecho recientemente, más que lo que hiciste primero.","""I know your deeds: your love and faith and service and your patient endurance. I know that what you have done recently is more than you did at first."
281026580,REV,2,20,"Pero, tengo esto en contra de tí: tú toleras a la mujer Jezabel, quién se llama así misma profetisa. Por sus enseñanzas ella engaña a mis siervos a cometer inmoralidad sexual y a comer alimento sacrificado a ídolos.","But I have this against you: You tolerate the woman Jezebel, who calls herself a prophetess. By her teaching she deceives my servants to commit sexual immorality and to eat food sacrificed to idols."
281026581,REV,2,21,"Yo le dí tiempo de arrepentirse, pero ella no desea arrepentirse de su inmoralidad.","I gave her time to repent, but she is not willing to repent of her immorality."
281026582,REV,2,22,"¡Miren! Yo la arrojaré en un lecho de enfermedad, y a quienes cometieron adulterio con ella en gran sufrimiento, a menos que se arrepientan de hacer lo que ella hace.","Look! I will throw her onto a sickbed and those who commit adultery with her into great suffering, unless they repent of her deeds."
281026583,REV,2,23,"Yo heriré a sus hijos de muerte, y todas las iglesias sabrán que Yo soy Aquel que escudriña los pensamientos y deseos. Yo le daré a cada uno de acuerdo a lo que han hecho.","I will strike her children dead, and all the churches will know that I am the one who searches out thoughts and hearts. I will give to each one of you according to your deeds."
281026584,REV,2,24,"Pero al resto de ustedes en Tiatira, quienes no guardan esta enseñanza, y no conocen lo que algunos llaman las cosas profundas de Satanás- a ustedes les digo: 'Yo no les pongo ninguna otra carga'.","But to the rest of you in Thyatira, to everyone who does not hold this teaching and does not know what some call the deep things of Satan—to you I say, 'I do not put any other burden on you.'"
281026585,REV,2,25,"En todo caso, ustedes deben resistir firmemente hasta que Yo llegue.","In any case, you must hold on tightly until I come."
281026586,REV,2,26,"Aquel que conquiste y que hace lo que Yo he hecho hasta el fin, a él le daré autoridad sobre las naciones.","The one who conquers and does my works until the end, to him I will give authority over the nations."
281026587,REV,2,27,"Él las gobernará con un cetro de hierro, y destruirá a sus enemigos completamente como rompiendo jarras de barro en pedazos.","'He will rule them with an iron rod, like clay jars he will break them into pieces.'"
281026588,REV,2,28,"Tal como yo la recibí de mi Padre, Yo también le daré la estrella de la mañana.","Just as I have received from my Father, I will also give him the morning star."
281026589,REV,2,29,"El que tiene oídos, escuche lo que el Espíritu dice a las iglesias'.","Let the one who has an ear hear what the Spirit is saying to the churches.""'"
281030657,REV,3,1,"""Escribe al ángel de la iglesia en Sardis: 'Esta son las palabras de Aquel que sostiene los siete Espíritus de Dios y las siete estrellas. ""Yo conozco lo que has hecho. Tu tienes una reputación de estar vivo, pero estás muerto.","""To the angel of the church in Sardis write: 'The words of the one who holds the seven spirits of God and the seven stars: ""I know your deeds. You have a name that you are alive, but you are dead."
281030658,REV,3,2,"Sé vigilante y fortalecete en lo que queda, pues estás a punto de morir, porque no he encontrado tus obras completas a la vista de mi Dios.","Wake up and strengthen what remains but is about to die, because I have not found your deeds complete in the sight of my God."
281030659,REV,3,3,"Recuerda, por lo tanto, lo que has recibido y escuchado. Obedece esto y arrepiéntete. Pero si no despiertas,vendré como un ladrón, y no sabrás a qué hora vendré contra ti.","Remember, therefore, what you have received and heard. Obey it, and repent. But if you do not wake up, I will come as a thief, and you will not know what hour I will come against you."
281030660,REV,3,4,"Pero hay unos pocos nombres en Sardis que no mancharon sus ropas y ellos caminarán conmigo, vestidos de blanco, porque ellos son dignos.","But you have a few names in Sardis who have not stained their clothes, and they will walk with me, dressed in white, for they are worthy."
281030661,REV,3,5,"Aquel que conquiste, será vestido con ropas blancas, y nunca borraré su nombre del Libro de la Vida y Yo confesaré su nombre delante de mi Padre y delante de sus ángeles.","The one who conquers will be clothed in white garments, and I will never wipe his name out of the Book of Life, and I will confess his name before my Father, and before his angels."
281030662,REV,3,6,"El que tiene oídos , escuche lo que el Espíritu dice a las iglesias' "".","Let the one who has an ear hear what the Spirit is saying to the churches.""'"
281030663,REV,3,7,"Escribe al ángel de la iglesia de Filadelfia: ""Estas son las palabras del que es santo y verdadero - Él sostiene la llave de David, Él que abre y nadie cierra, Él que cierra y nadie puede abrir.","""To the angel of the church in Philadelphia write: 'The words of the one who is holy and true— he holds the key of David, he opens and no one shuts, he shuts and no one can open."
281030664,REV,3,8,"Yo conozco tus obras. Mira, Yo he puesto delante de tí una puerta abierta que nadie puede cerrar. Yo sé que tienes poca fuerza, y aún has obedecido mi palabra y no has negado mi nombre.","""'I know your deeds. Look, I have put before you an open door that no one can shut. I know that you have little strength, yet you have obeyed my word and have not denied my name."
281030665,REV,3,9,"¡Mira! Yo haré que esos que pertenecen a la sinagoga de Satanás, esos que se llaman asi mismos judíos pero no lo son, sino que mienten, los haré que vengan a inclinarse ante tus pies, y sepan que Yo te he amado.","Look! I will cause those who belong to the synagogue of Satan, those calling themselves Jews but are not, but rather liars—I will make them come and bow down before your feet, and they will know that I love you."
281030666,REV,3,10,"Por cuanto has guardado mi orden de resistir pacientemente, Yo también te guardaré de la hora de prueba que viene en el mundo entero, para probar a esos que viven en la tierra.","Since you have kept my command to endure patiently, I will also keep you from the hour of testing that is coming on the whole world, to test those who live on the earth."
281030667,REV,3,11,Yo vengo pronto. Sostén con firmeza lo que tienes para que nadie te pueda quitar tu corona.,I am coming soon. Hold to what you have so no one can take away your crown.
281030668,REV,3,12,"Al que venciere le haré una columna en el templo de mi Dios. Nunca se saldrá de allí y escribiré en él el nombre de mi Dios, el nombre de la ciudad de mi Dios (la nueva Jerusalén, que baja del cielo desde mi Dios), y mi nuevo nombre.","The one who conquers I will make a pillar in the temple of my God. Never again will he go out of it, and I will write on him the name of my God, the name of the city of my God (the new Jerusalem, that comes down out of heaven from my God), and my new name."
281030669,REV,3,13,"El que tiene oídos que oiga lo que el Espíritu dice a las iglesias' "".","Let the one who has an ear, hear what the Spirit is saying to the churches.""'"
281030670,REV,3,14,"Escribe al ángel de la iglesia en Laodicea: 'Estas son las palabras del Amén, el confiable y verdadero testigo, el gobernador sobre la creación de Dios.","""To the angel of the church in Laodicea write: 'The words of the Amen, the reliable and true witness, the ruler over God's creation."
281030671,REV,3,15,"Yo conozco tus obras, y que no eres ni frío ni caliente. ¡Ojalá fueras frío o caliente!","""I know your deeds and that you are neither cold nor hot. I wish that you were either cold or hot!"
281030672,REV,3,16,"Así que, por que eres tibio -ni caliente ni frío- estoy por vomitarte de mi boca.","So, because you are lukewarm—neither hot nor cold—I am about to vomit you out of my mouth."
281030673,REV,3,17,"Porque tú dices: "" Soy rico, he tenido muchas posesiones materiales, y de nada tengo necesidad"". Pero no conoces que eres muy miserable, desdichado, pobre, ciego y desnudo.","For you say, 'I am rich, I have had many material possessions, and I need nothing.' But you do not know that you are most miserable, pitiable, poor, blind, and naked."
281030674,REV,3,18,"Escucha mi consejo: compra de mí oro refinado por fuego para que te vuelvas rico, y ropas blancas brillantes para que puedas vestirte y no muestres la vergüenza de tu desnudez, y bálsamo para ungir tus ojos para que puedas ver.","Listen to my advice: Buy from me gold refined by fire so that you may become rich, and brilliant white garments so you may clothe yourself and not show the shame of your nakedness, and salve to anoint your eyes so you will see."
281030675,REV,3,19,"A todos los que amo los reprendo y los castigo. Por lo tanto, sé fervoroso y arrepiéntete.","I rebuke and discipline everyone whom I love. Therefore, be earnest and repent."
281030676,REV,3,20,"Mira, Yo estoy a la puerta y toco. Si alguno escucha mi voz y abre la puerta, Yo entraré en su casa, y cenaré con él, y él conmigo.","Look, I am standing at the door and am knocking. If anyone hears my voice and opens the door, I will come into his home and will eat with him, and he with me."
281030677,REV,3,21,"Aquel que conquiste, Yo le daré el derecho de sentarse conmigo en mi trono, tal como yo también conquisté y me senté con mi Padre en su trono.","The one who conquers I will give him the right to sit down with me on my throne, just as I also conquered and sat down with my Father on his throne."
281030678,REV,3,22,"El que tiene oídos , escuche lo que el Espíritu dice a las iglesias' "".","Let the one who has an ear, hear what the Spirit is saying to the churches.""'"""
281034753,REV,4,1,"Después de estas cosas, miré, y vi una puerta abierta en el cielo. La primera voz que oí, me habló como una trompeta, dijo: ""Sube aquí, y te mostraré lo que debe ocurrir después de estas cosas.","After these things I looked, and I saw an open door in heaven. The first voice that I had heard was speaking to me like a trumpet, saying, ""Come up here, and I will show you what must happen after these things."""
281034754,REV,4,2,"Al instante estaba yo en el Espíritu, y vi que había un trono puesto en el cielo, con uno sentado en él.","At once I was in the Spirit, and I saw there a throne placed in heaven, with someone sitting on it."
281034755,REV,4,3,El que estaba sentado se veía como de jaspe y cornalina. Había un arcoiris alrededor del trono. El arcoiris parecía como una esmeralda.,The one who was sitting on it looked like jasper and carnelian. There was a rainbow around the throne. The rainbow was like an emerald in appearance.
281034756,REV,4,4,"Alrededor del trono había veinticuatro tronos, y sentados en los tronos había veinticuatro ancianos, vestidos con ropas blancas, y coronas de oro en sus cabezas.","Around the throne were twenty-four thrones, and seated on the thrones were twenty-four elders, dressed with white garments, with golden crowns on their heads."
281034757,REV,4,5,"Del trono salían relámpagos, estruendos y voces de truenos. Siete lámparas estaban ardiendo delante del trono, lámparas que eran los siete espíritus de Dios.","From the throne came flashes of lightning, rumblings, and crashes of thunder. Seven flaming lamps were burning in front of the throne, lamps that were the seven spirits of God."
281034758,REV,4,6,"Delante del trono había un mar transparente, como de cristal. En medio del trono había cuatro seres vivientes, llenos de ojos por delante y por detrás.","Before the throne was a sea of glass, like crystal. In the middle of the throne and around the throne were four living creatures, full of eyes, front and back."
281034759,REV,4,7,"La primera criatura viviente era como un león, la segunda criatura viviente era como un becerro, la tercera criatura viviente tenía la cara como de un hombre, y la cuarta criatura viviente era como un águila volando.","The first living creature was like a lion, the second living creature was like a calf, the third living creature had a face like a man, and the fourth living creature was like a flying eagle."
281034760,REV,4,8,"Las cuatro seres vivientes tenían cada una seis alas, llenas de ojos por arriba y por debajo. Día y noche no paraban de decir: ""SANTO, SANTO, SANTO, ES EL SEÑOR DIOS TODOPODEROSO, el que era, el que es y el que ha de venir.""","The four living creatures each had six wings, full of eyes on top and underneath. Night and day they do not stop saying, ""Holy, holy, holy is the Lord God Almighty, who was, and who is, and who is to come."""
281034761,REV,4,9,"Cuando los seres vivientes dan la gloria, honor y gracias a aquel que está sentado en el trono, el que vive por siempre y para siempre,","Whenever the living creatures give glory, honor, and thanks to the one who sits on the throne, the one who lives forever and ever,"
281034762,REV,4,10,"los veinticuatro ancianos se postran delante del que está sentado en el trono y adoran al que vive por siempre y para siempre. Ellos arrojan sus coronas delante del trono, diciendo:""","the twenty-four elders fall down before the one seated on the throne and worship him who lives forever and ever. They lay their crowns before the throne, saying,"
281034763,REV,4,11,"""Digno eres, Señor nuestro y Dios nuestro, de recibir la gloria, y la honra y el poder, porque tú creaste todas las cosas, y por tu voluntad, existen y fueron creadas.""","""Worthy are you, our Lord and our God, to receive glory and honor and power, for you created all things, and by your will they existed and were created."""
281038849,REV,5,1,"Entonces ví en la mano derecha de aquel que estaba sentado en el trono, un rollo escrito por la parte del frente y la parte de atrás, sellado con siete sellos.","Then I saw in the right hand of the one who was seated on the throne a scroll written on the front and on the back, sealed with seven seals."
281038850,REV,5,2,"Ví un poderoso ángel proclamando a alta voz: ""¿Quién es digno de abrir el rollo y romper sus sellos?""","I saw a mighty angel proclaiming with a loud voice, ""Who is worthy to open the scroll and break its seals?"""
281038851,REV,5,3,Nadie en el cielo o en la tierra o debajo de la tierra era capaz de abrir el rollo o leerlo.,No one in heaven or on the earth or under the earth was able to open the scroll or to read it.
281038852,REV,5,4,Yo lloré amargamente porque no encontraron a nadie digno de abrir el rollo o leerlo.,I wept bitterly because no one was found worthy to open the scroll or to read it.
281038853,REV,5,5,"Pero uno de los ancianos me dijo: ""No llores ¡Mira! El León de la tribu de Judá, la Raíz de David, ha vencido. Él es capaz de abrir el rollo y sus siete sellos. ""","But one of the elders said to me, ""Do not weep. Look! The Lion of the tribe of Judah, the Root of David, has conquered. He is able to open the scroll and its seven seals."""
281038854,REV,5,6,"Ví un Cordero de pie en el medio del trono y entre los cuatro seres vivientes y en medio de los ancianos, como si hubiera sido degollado. Él tenía siete cuernos y siete ojos; estos son los siete espíritus de Dios enviados sobre toda la tierra.","I saw a Lamb standing in the middle of the throne area and among the four living creatures and among the elders. He looked as though he had been killed. He had seven horns and seven eyes, which are the seven spirits of God sent out into all the earth."
281038855,REV,5,7,Él fue y tomó el rollo de la mano derecha del que estaba sentado en el trono.,He went and took hold of the scroll out of the right hand of the one who was seated on the throne.
281038856,REV,5,8,"Cuando Él tomó el rollo, los cuatro seres vivientes y los veinticuatro ancianos se postraron en el suelo delante del Cordero. Cada uno de ellos tenía un arpa y una copa de oro llena de incienso, que son las oraciones de los santos.","When he had taken the scroll, the four living creatures and the twenty-four elders fell down before the Lamb. Each of them had a harp and a golden bowl full of incense, which are the prayers of God's holy people."
281038857,REV,5,9,"Ellos cantaban una nueva canción: ""Tú eres digno de tomar el rollo y abrir sus sellos. Porque Tú fuiste sacrificado, y con tu sangre compraste personas para Dios de toda tribu, lengua, pueblo y nación.","They sang a new song: ""You are worthy to take the scroll and to open its seals. For you were slaughtered, and with your blood you purchased people for God from every tribe, language, people, and nation."
281038858,REV,5,10,"Tú hiciste de ellos un reino y sacerdotes para servir a Dios, ellos gobernarán en la tierra. ""","You made them a kingdom and priests to serve our God, and they will reign on the earth."""
281038859,REV,5,11,Entonces vi y escuché el sonido de muchos ángeles alrededor del trono y de los seres vivientes y de los ancianos. El número de ellos era miríadas de miríadas y millares de millares.,Then I looked and heard the sound of many angels who encircled the throne and the living creatures and the elders. Their total number was ten thousands of ten thousands and thousands of thousands.
281038860,REV,5,12,"Ellos dijeron a gran voz: ""Digno es el Cordero que ha sido sacrificado para recibir poder, riqueza, sabiduría, fuerza, honra, gloria, y alabanza. ""","They said in a loud voice, ""Worthy is the Lamb, who has been slaughtered, to receive power, wealth, wisdom, strength, honor, glory, and praise."""
281038861,REV,5,13,"Yo escuché toda cosa creada que estaba en el cielo y en la tierra, debajo de la tierra, y en el mar, todo en ellos, diciendo: ""Al que se sienta en el trono y al Cordero, sea alabanza, honor, gloria, y el poder para gobernar por siempre y siempre. ""","I heard every created thing that was in heaven and on the earth and under the earth and on the sea—everything in them—saying, ""To the one who sits on the throne and to the Lamb be praise, honor, glory, and dominion forever and ever."""
281038862,REV,5,14,"Los cuatro seres vivientes dijeron, ""¡Amén!"" y los ancianos se postraron y adoraron.","The four living creatures said, ""Amen!"" and the elders fell down and worshiped. "
281042945,REV,6,1,"Vi cuando el Cordero abrió uno de los siete sellos, y escuché a uno de los cuatro seres vivientes decir en una voz que sonó como trueno: ¡Ven y mira!","I looked when the Lamb opened one of the seven seals, and I heard one of the four living creatures say in a voice that sounded like thunder, ""Come!"""
281042946,REV,6,2,"""Miré y había un caballo blanco. Su jinete sostenía un arco, y se le dio una corona. Él salió como un conquistador a fin de conquistar.","I looked and there was a white horse. Its rider held a bow, and he was given a crown. He came out as a conqueror in order to conquer."
281042947,REV,6,3,"Cuando el Cordero abrió el segundo sello, escuché al segundo ser viviente decir: ""¡Ven!""","When the Lamb opened the second seal, I heard the second living creature say, ""Come!"""
281042948,REV,6,4,"Entonces salió otro caballo, rojo. A su jinete se le dio permiso de quitar la paz de la tierra, para que su gente se mataran unos a otros, a él se le dio una espada enorme.","Then another horse came out—fiery red. To its rider was given permission to take peace away from the earth, so that its people would slaughter one another. This rider was given a huge sword."
281042949,REV,6,5,"Cuando el Cordero abrió el tercer sello, escuché al tercer ser viviente decir: ""¡Ven!"" Vi un caballo negro, y su jinete sostenía una balanza en sus manos.","When the Lamb opened the third seal, I heard the third living creature say, ""Come!"" I saw a black horse, and its rider held a pair of scales in his hand."
281042950,REV,6,6,"Escuché lo que parecía ser una voz entre los cuatro seres vivientes decir: ""Una medida de trigo por un denario, y tres medidas de cebada por un denario. Pero no dañes el aceite y el vino. ""","I heard what seemed to be a voice among the four living creatures say, ""A choenix of wheat for one denarius, and three choenices of barley for a denarius. But do not harm the oil and the wine."""
281042951,REV,6,7,"Cuando el Cordero abrió el cuarto sello, escuché la voz del cuarto ser viviente decir: ""¡Ven!""","When the Lamb opened the fourth seal, I heard the voice of the fourth living creature say, ""Come!"""
281042952,REV,6,8,"Entonces vi un caballo amarillento. Su jinete se llamaba Muerte, y el Hades lo seguía. A ellos se les dio autoridad sobre una cuarta parte de la tierra, para matar con espada, hambruna y enfermedad, y con los animales salvajes de la tierra.","Then I saw a pale horse. The rider on it was named Death, and Hades was following him. They were given authority over one-fourth of the earth, to kill with the sword, with famine and disease, and with the wild animals of the earth."
281042953,REV,6,9,"Cuando el Cordero abrió el quinto sello, vi debajo del altar las almas de aquellos que habían muerto a causa de la palabra de Dios y del testimonio que habían sostenido.","When the Lamb opened the fifth seal, I saw under the altar the souls of those who had been killed because of the word of God and the testimony which they held."
281042954,REV,6,10,"Ellos clamaron a una gran voz: ""¿Cuánto tiempo, Soberano sobre todo, Santo y Verdadero, hasta que Tú juzgues a los que viven en la tierra y vengues nuestra sangre?""","They cried out with a loud voice, ""How long, Ruler over all, holy and true, until you judge those who live on the earth, and until you avenge our blood?"""
281042955,REV,6,11,"Entonces a cada uno de ellos le fue dado una túnica blanca, y se les dijo que debían esperar un poco más hasta que se completara el número de sus consiervos y sus hermanos que habrían de ser muertos así como ellos lo habían sido.","Then each of them was given a white robe, and they were told that they should wait a short time longer until the full number of their fellow servants and their brothers who were to be killed, just as they had been killed, was made complete."
281042956,REV,6,12,"Cuando el Cordero abrió el sexto sello, yo observé y hubo un gran terremoto. El sol se tornó tan negro como un vestido de saco, y la luna llena se tornó como sangre.","When the Lamb opened the sixth seal, I watched and there was a great earthquake. The sun became as black as sackcloth, and the full moon became like blood."
281042957,REV,6,13,"Las estrellas en los cielos cayeron a la tierra, así como un árbol de higos que deja caer sus frutos verdes cuando son sacudidos por un viento tormentoso.","The stars in the heavens fell to the earth, just as a fig tree drops its unripe figs when shaken by a stormy wind."
281042958,REV,6,14,El cielo se desvaneció como un rollo que fue enrollado hacia arriba. Toda montaña e isla fue removida de su lugar.,The sky vanished like a scroll that was being rolled up. Every mountain and island was moved out of its place.
281042959,REV,6,15,"Entonces los reyes de la tierra y la gente importante, y los comandantes, los ricos, los poderosos, y todos los demás, esclavos y libres, se escondieron en cuevas y junto a las rocas de las montañas.","Then the kings of the earth and the important people, and the commanders, and the rich, and the powerful, and everyone else, slave and free, hid in caves and among the rocks of the mountains."
281042960,REV,6,16,"Ellos dijeron a las montañas y las rocas: ""¡Caigan sobre nosotros! Escóndannos de la cara del que está sentado en el trono y de la ira del Cordero.","They said to the mountains and to the rocks, ""Fall on us! Hide us from the face of the one who is seated on the throne and from the Lamb's wrath."
281042961,REV,6,17,"Pues el gran día de su ira ha llegado, y ¿quién será capaz de mantenerse en pie?""","For the great day of their wrath has come. Who is able to stand?"""
281047041,REV,7,1,"Después de esto, vi cuatro ángeles de pie en las cuatro esquinas de la tierra, deteniendo firmemente los cuatro vientos de la tierra para que así ningún viento soplara sobre la tierra, el mar, o contra ningún árbol.","After this I saw four angels standing at the four corners of the earth, tightly holding back the four winds of the earth so that no wind should blow on the earth, on the sea, or against any tree."
281047042,REV,7,2,"Vi otro ángel subiendo del este, que tenía el sello del Dios viviente. Él gritó con una voz alta a los cuatro ángeles a quienes se les había dado permiso para dañar a la tierra y al mar:","I saw another angel coming up from the east, who had the seal of the living God. He cried out with a loud voice to the four angels who were given permission to harm the earth and the sea:"
281047043,REV,7,3,"""No dañen a la tierra, al mar o los árboles hasta que le hayamos puesto un sello en la frente de los siervos de nuestro Dios.""","""Do not harm the earth, the sea, or the trees until we have put a seal on the foreheads of the servants of our God."""
281047044,REV,7,4,"Yo escuché el número de aquellos quienes fueron sellados: 144,000, quienes fueron sellados de cada tribu del pueblo de Israel:","I heard the number of those who were sealed: 144,000, who were sealed from every tribe of the people of Israel:"
